Run_ID,Reverb_Base_SIR,Reverb_Base_SINR,Reverb_Base_PESQ_NB,Reverb_Base_PESQ_WB,Reverb_Base_STOI,Reverb_Oracle_SIR,Reverb_Oracle_SINR,Reverb_Oracle_PESQ_NB,Reverb_Oracle_PESQ_WB,Reverb_Oracle_STOI,NoReverb_Base_SIR,NoReverb_Base_SINR,NoReverb_Base_PESQ_NB,NoReverb_Base_PESQ_WB,NoReverb_Base_STOI,NoReverb_Oracle_SIR,NoReverb_Oracle_SINR,NoReverb_Oracle_PESQ_NB,NoReverb_Oracle_PESQ_WB,NoReverb_Oracle_STOI
batch_test_152,-0.01,-2.15,1.482,1.061,0.608,25.81,6.52,2.006,1.181,0.861,-0.00,-2.15,1.449,1.050,0.708,28.47,6.73,1.900,1.180,0.904
batch_test_153,-0.01,-2.13,1.578,1.076,0.653,28.11,10.18,2.987,1.959,0.908,-0.01,-2.13,1.572,1.060,0.746,31.89,9.87,2.583,1.543,0.891
batch_test_154,-0.05,-2.18,1.296,1.044,0.616,23.79,7.20,2.107,1.275,0.855,0.06,-2.12,1.239,1.032,0.719,30.34,7.59,1.951,1.143,0.872
batch_test_155,0.02,-2.13,1.348,1.056,0.641,25.32,5.17,2.041,1.212,0.896,0.02,-2.13,1.292,1.036,0.723,28.19,5.65,1.760,1.113,0.920
batch_test_156,0.01,-2.12,1.334,1.039,0.505,27.88,7.40,2.121,1.273,0.816,0.00,-2.13,1.220,1.025,0.611,30.22,7.58,1.701,1.045,0.830
batch_test_157,-0.04,-2.19,1.273,1.038,0.555,35.50,9.88,1.798,1.218,0.826,-0.00,-2.12,1.177,1.032,0.699,35.90,9.74,1.519,1.151,0.875
batch_test_158,0.07,-2.07,1.427,1.067,0.637,25.99,6.24,2.240,1.321,0.895,-0.01,-2.14,1.278,1.040,0.705,29.33,6.60,1.875,1.163,0.915
batch_test_159,-0.00,-2.12,1.381,1.048,0.518,23.56,5.31,2.219,1.160,0.814,-0.00,-2.14,1.295,1.035,0.611,26.14,5.38,1.884,1.092,0.830
batch_test_160,0.07,-2.08,1.243,1.039,0.440,29.68,8.44,1.979,1.389,0.767,-0.00,-2.16,1.189,1.032,0.561,36.18,8.51,1.755,1.190,0.805
batch_test_161,0.01,-2.13,1.327,1.036,0.580,25.68,5.93,1.973,1.185,0.823,-0.00,-2.14,1.211,1.030,0.671,26.65,6.62,1.730,1.108,0.867
batch_test_162,0.00,-2.12,1.463,1.086,0.630,26.53,6.74,2.525,1.393,0.886,0.01,-2.12,1.324,1.055,0.715,29.44,7.26,2.145,1.231,0.910
batch_test_163,0.03,-2.12,1.294,1.042,0.612,25.85,7.73,1.990,1.338,0.859,0.01,-2.13,1.211,1.033,0.723,28.70,7.56,1.765,1.157,0.887
batch_test_164,-0.01,-2.15,1.328,1.053,0.537,28.02,6.35,2.505,1.371,0.849,-0.01,-2.15,1.248,1.037,0.670,32.87,6.87,2.258,1.257,0.889
batch_test_165,-0.01,-2.14,1.315,1.033,0.503,25.87,10.95,3.031,2.438,0.876,-0.03,-2.14,1.272,1.029,0.583,27.34,11.65,2.791,2.252,0.908
batch_test_166,-0.01,-2.14,1.228,1.032,0.603,28.86,7.89,1.906,1.118,0.872,0.04,-2.11,1.149,1.031,0.721,33.27,8.03,1.599,1.059,0.905
batch_test_167,0.04,-2.12,1.282,1.038,0.554,25.25,8.76,2.797,1.555,0.882,-0.02,-2.14,1.231,1.035,0.640,24.18,9.30,2.640,1.553,0.906
batch_test_168,0.03,-2.11,1.713,1.180,0.559,27.29,7.52,2.438,1.498,0.849,-0.01,-2.13,1.737,1.178,0.625,32.71,7.44,2.281,1.391,0.869
batch_test_169,-0.00,-2.14,1.363,1.082,0.426,29.83,5.88,1.823,1.213,0.741,0.01,-2.13,1.427,1.045,0.536,33.50,5.84,1.655,1.146,0.795
batch_test_170,0.02,-2.10,1.391,1.058,0.609,26.58,7.71,1.948,1.208,0.825,0.01,-2.12,1.382,1.054,0.683,30.73,8.25,1.770,1.135,0.856
batch_test_171,0.03,-2.12,1.597,1.043,0.665,26.45,8.00,2.757,1.600,0.910,-0.02,-2.12,1.407,1.027,0.775,28.75,8.36,2.123,1.264,0.912
batch_test_172,0.02,-2.10,1.618,1.093,0.544,28.87,9.92,2.462,1.622,0.823,0.03,-2.10,1.486,1.093,0.501,31.87,10.13,2.327,1.457,0.712
batch_test_173,0.00,-2.12,1.229,1.024,0.491,25.60,8.09,1.813,1.110,0.801,-0.00,-2.16,1.207,1.023,0.582,29.00,7.95,1.516,1.054,0.828
batch_test_174,-0.05,-2.18,1.227,1.027,0.579,28.06,10.78,3.115,1.722,0.882,0.02,-2.10,1.154,1.023,0.642,25.61,10.85,2.693,1.537,0.907
batch_test_175,0.01,-2.12,1.162,1.024,0.580,38.56,9.34,1.569,1.181,0.776,0.03,-2.11,1.213,1.021,0.594,39.20,9.72,1.566,1.165,0.803
batch_test_176,0.00,-2.15,1.180,1.032,0.553,23.85,7.89,1.831,1.247,0.854,-0.02,-2.12,1.134,1.026,0.682,24.96,8.52,1.602,1.141,0.886
batch_test_177,-0.01,-2.14,1.372,1.048,0.714,28.74,7.50,2.303,1.379,0.915,0.02,-2.10,1.328,1.030,0.813,32.96,8.23,1.967,1.212,0.941
batch_test_178,0.08,-2.06,1.244,1.025,0.580,24.68,8.85,1.778,1.445,0.836,-0.00,-2.13,1.160,1.020,0.734,27.13,9.52,1.650,1.246,0.876
batch_test_179,-0.01,-2.15,1.240,1.024,0.560,24.15,7.96,1.927,1.260,0.809,0.07,-2.06,1.177,1.022,0.679,27.08,8.46,1.622,1.121,0.835
batch_test_180,0.01,-2.12,1.186,1.027,0.450,24.30,9.29,2.346,1.503,0.852,-0.02,-2.13,1.127,1.023,0.567,27.72,10.62,1.998,1.327,0.873
batch_test_181,0.02,-2.12,1.436,1.065,0.531,26.38,6.14,2.315,1.278,0.770,-0.01,-2.13,1.217,1.031,0.503,35.68,7.31,1.743,1.083,0.744
batch_test_182,0.04,-2.09,1.285,1.036,0.618,39.86,8.06,1.778,1.221,0.817,0.02,-2.10,1.239,1.033,0.746,48.17,7.99,1.606,1.133,0.865
batch_test_183,0.01,-2.13,1.282,1.046,0.586,24.61,7.89,1.995,1.350,0.842,-0.02,-2.12,1.259,1.036,0.716,27.73,8.00,1.630,1.132,0.865
batch_test_184,0.01,-2.12,1.512,1.061,0.569,23.01,5.98,2.460,1.398,0.797,-0.03,-2.11,1.329,1.044,0.693,24.29,6.17,2.086,1.206,0.839
batch_test_185,0.01,-2.12,1.499,1.056,0.652,22.79,5.91,2.382,1.221,0.910,-0.01,-2.10,1.441,1.042,0.741,23.82,6.76,2.290,1.174,0.935
batch_test_186,-0.03,-2.16,1.464,1.091,0.407,25.69,10.18,2.282,1.378,0.795,-0.00,-2.12,1.344,1.045,0.425,27.06,11.24,1.997,1.275,0.731
batch_test_187,0.03,-2.07,1.490,1.074,0.548,25.96,7.45,2.032,1.215,0.809,-0.04,-2.15,1.419,1.042,0.598,30.25,7.52,1.797,1.116,0.808
batch_test_188,-0.00,-2.15,1.498,1.063,0.609,25.20,8.43,2.394,1.474,0.867,-0.01,-2.16,1.365,1.054,0.686,29.08,8.73,2.006,1.259,0.875
batch_test_189,0.00,-2.11,1.568,1.114,0.584,27.18,7.94,2.591,1.460,0.885,-0.03,-2.15,1.518,1.080,0.700,26.89,8.34,2.447,1.355,0.919
batch_test_190,-0.01,-2.12,1.472,1.097,0.584,32.19,9.92,2.383,1.535,0.841,-0.02,-2.13,1.433,1.096,0.701,33.97,9.64,2.071,1.330,0.876
batch_test_191,0.04,-2.08,1.445,1.046,0.561,22.40,8.76,2.616,1.478,0.866,0.06,-2.08,1.354,1.034,0.623,25.60,9.86,2.230,1.320,0.871
batch_test_192,-0.02,-2.14,1.307,1.036,0.551,21.38,5.67,1.743,1.122,0.815,-0.00,-2.13,1.225,1.030,0.633,24.00,6.11,1.496,1.056,0.842
batch_test_193,-0.06,-2.17,1.508,1.079,0.535,25.47,6.82,2.258,1.454,0.775,-0.03,-2.16,1.368,1.059,0.663,30.56,7.09,1.996,1.315,0.849
batch_test_194,-0.07,-2.19,1.283,1.043,0.626,34.23,9.70,2.051,1.511,0.859,-0.00,-2.12,1.203,1.022,0.727,39.28,9.81,1.596,1.177,0.865
batch_test_195,-0.00,-2.13,1.360,1.050,0.530,30.23,8.50,2.077,1.266,0.807,0.01,-2.12,1.264,1.040,0.645,30.15,8.47,1.806,1.129,0.825
batch_test_196,0.01,-2.11,1.591,1.044,0.644,28.31,6.22,2.553,1.358,0.879,-0.02,-2.13,1.457,1.034,0.755,31.41,6.76,2.155,1.194,0.902
batch_test_197,0.06,-2.08,1.405,1.054,0.619,37.28,8.22,1.845,1.216,0.789,0.01,-2.10,1.285,1.034,0.649,41.23,9.01,1.601,1.106,0.795
batch_test_198,0.01,-2.12,1.398,1.049,0.604,24.14,5.43,1.928,1.117,0.858,0.01,-2.13,1.365,1.050,0.715,27.04,6.26,1.659,1.074,0.906
batch_test_199,0.04,-2.11,1.454,1.069,0.549,27.36,6.36,2.289,1.102,0.836,0.03,-2.13,1.334,1.040,0.670,31.70,6.77,2.081,1.177,0.872
batch_test_200,0.01,-2.13,1.236,1.070,0.478,32.91,10.80,1.847,1.287,0.793,0.01,-2.10,1.241,1.058,0.586,34.36,11.08,1.573,1.135,0.822
batch_test_201,-0.02,-2.12,1.453,1.049,0.525,28.92,6.76,2.471,1.215,0.802,-0.01,-2.12,1.353,1.037,0.600,31.69,7.07,2.181,1.157,0.844
batch_test_202,0.05,-2.06,1.135,1.040,0.518,29.06,8.23,1.758,1.155,0.732,0.07,-2.07,1.114,1.064,0.608,36.15,8.19,1.562,1.080,0.764
batch_test_203,0.03,-2.11,1.386,1.042,0.565,29.64,7.28,2.747,1.482,0.863,0.01,-2.12,1.314,1.032,0.614,30.22,7.65,2.452,1.318,0.870
batch_test_204,-0.02,-2.14,1.358,1.075,0.517,27.69,8.32,2.478,1.614,0.868,0.04,-2.10,1.272,1.044,0.608,29.42,8.56,2.102,1.346,0.875
batch_test_205,0.00,-2.12,1.327,1.032,0.567,31.03,11.56,2.778,1.780,0.861,-0.02,-2.13,1.193,1.026,0.633,38.02,12.37,2.223,1.430,0.856
batch_test_206,-0.03,-2.15,1.395,1.066,0.563,28.47,6.87,2.099,1.310,0.798,-0.01,-2.12,1.383,1.056,0.645,32.14,7.14,1.932,1.214,0.817
batch_test_207,-0.06,-2.15,1.682,1.183,0.395,22.51,7.65,2.183,1.434,0.722,0.03,-2.12,1.531,1.136,0.469,27.75,7.86,1.987,1.283,0.702
batch_test_208,0.01,-2.14,1.538,1.113,0.365,32.06,8.15,2.139,1.424,0.739,0.02,-2.10,1.554,1.113,0.421,34.49,7.47,2.001,1.335,0.744
batch_test_209,0.02,-2.13,1.421,1.073,0.612,40.90,8.35,2.078,1.133,0.859,0.01,-2.14,1.356,1.057,0.684,46.25,8.06,1.756,1.077,0.874
batch_test_210,0.01,-2.12,1.320,1.037,0.467,24.87,5.96,2.069,1.166,0.797,-0.03,-2.12,1.275,1.031,0.559,26.63,6.38,1.927,1.104,0.832
batch_test_211,-0.00,-2.13,1.445,1.059,0.450,25.78,7.60,1.942,1.283,0.778,-0.04,-2.13,1.388,1.042,0.551,30.36,7.93,1.894,1.208,0.807
batch_test_212,0.01,-2.12,1.361,1.050,0.602,31.87,9.11,2.165,1.337,0.832,-0.01,-2.14,1.286,1.044,0.694,35.09,9.22,1.864,1.157,0.867
batch_test_213,-0.01,-2.14,1.480,1.078,0.686,44.75,11.87,2.801,2.220,0.882,-0.03,-2.16,1.349,1.057,0.741,54.00,12.51,2.365,1.833,0.905
batch_test_214,-0.03,-2.16,2.229,1.419,0.426,33.45,6.19,2.170,1.313,0.773,-0.02,-2.12,1.242,1.058,0.498,33.24,6.74,1.757,1.091,0.807
batch_test_215,0.01,-2.14,1.269,1.038,0.621,29.46,8.51,2.394,1.513,0.869,-0.01,-2.13,1.204,1.033,0.686,29.08,9.02,2.156,1.361,0.894
batch_test_216,0.02,-2.12,1.345,1.060,0.545,26.10,7.23,2.181,1.226,0.880,0.01,-2.13,1.221,1.032,0.639,27.23,7.45,2.005,1.155,0.900
batch_test_217,0.03,-2.10,1.632,1.094,0.554,29.24,8.57,1.942,1.278,0.788,0.01,-2.12,1.484,1.074,0.644,31.24,8.67,1.741,1.134,0.818
batch_test_218,-0.02,-2.13,1.286,1.038,0.490,25.87,9.21,1.888,1.272,0.751,0.01,-2.13,1.322,1.032,0.569,32.58,9.49,1.701,1.176,0.774
batch_test_219,-0.02,-2.15,1.270,1.036,0.544,28.04,8.69,2.027,1.247,0.802,0.03,-2.10,1.189,1.028,0.622,28.09,9.13,1.825,1.178,0.846
batch_test_220,-0.00,-2.11,1.396,1.071,0.650,25.82,7.09,2.458,1.466,0.843,0.04,-2.08,1.342,1.073,0.675,30.86,7.10,2.064,1.231,0.842
batch_test_221,0.06,-2.05,1.502,1.075,0.561,24.01,8.13,2.410,1.625,0.875,0.01,-2.12,1.432,1.059,0.670,28.01,7.98,2.184,1.349,0.898
batch_test_222,-0.00,-2.12,1.443,1.077,0.536,28.58,7.68,2.472,1.374,0.758,-0.03,-2.15,1.450,1.059,0.585,30.62,7.67,2.175,1.228,0.776
batch_test_223,0.03,-2.08,1.496,1.048,0.479,25.51,5.94,2.698,1.401,0.823,-0.02,-2.13,1.385,1.036,0.565,26.50,6.02,2.290,1.250,0.846
batch_test_224,0.01,-2.13,1.418,1.039,0.656,41.79,13.68,2.300,1.810,0.815,0.01,-2.13,1.314,1.037,0.673,42.99,12.94,1.813,1.361,0.815
batch_test_225,-0.00,-2.13,1.409,1.079,0.565,25.57,8.18,2.128,1.366,0.846,-0.02,-2.17,1.340,1.064,0.670,32.88,8.08,1.914,1.229,0.865
batch_test_226,-0.02,-2.14,1.241,1.028,0.544,23.95,8.12,1.694,1.178,0.799,-0.01,-2.14,1.177,1.023,0.651,28.14,8.74,1.461,1.077,0.833
batch_test_227,-0.02,-2.14,1.474,1.048,0.577,32.42,9.66,2.555,1.614,0.859,0.01,-2.13,1.400,1.041,0.721,38.74,9.87,2.144,1.368,0.905
batch_test_228,-0.05,-2.16,1.398,1.083,0.546,32.19,9.80,2.240,1.461,0.848,-0.01,-2.15,1.397,1.065,0.693,36.61,9.82,2.083,1.185,0.876
batch_test_229,-0.02,-2.16,1.239,1.060,0.529,24.25,6.98,1.848,1.336,0.810,0.00,-2.13,1.181,1.035,0.639,27.16,7.12,1.572,1.166,0.854
batch_test_230,0.00,-2.12,1.240,1.031,0.598,31.05,7.45,2.044,1.251,0.853,-0.02,-2.15,1.190,1.026,0.681,34.59,7.80,1.797,1.152,0.874
batch_test_231,-0.00,-2.11,1.301,1.049,0.561,31.23,10.25,2.605,1.769,0.897,0.03,-2.10,1.220,1.034,0.660,32.68,10.30,2.186,1.493,0.913
batch_test_232,-0.06,-2.18,1.289,1.039,0.438,28.46,6.42,2.049,1.221,0.752,-0.08,-2.18,1.175,1.023,0.554,31.08,6.64,1.699,1.090,0.799
batch_test_233,0.00,-2.13,1.430,1.047,0.532,22.80,5.52,2.592,1.114,0.859,-0.00,-2.12,1.318,1.034,0.631,24.86,6.24,2.218,1.069,0.887
batch_test_234,0.02,-2.08,1.201,1.031,0.502,25.83,8.27,1.769,1.255,0.827,0.03,-2.09,1.122,1.021,0.655,33.18,8.58,1.542,1.130,0.864
batch_test_235,-0.00,-2.13,1.461,1.099,0.571,26.45,8.06,2.237,1.434,0.775,-0.02,-2.13,1.422,1.076,0.585,28.82,8.45,1.938,1.218,0.727
batch_test_236,-0.01,-2.16,1.417,1.062,0.601,26.56,6.96,2.117,1.344,0.875,0.00,-2.11,1.306,1.039,0.730,29.54,7.54,1.804,1.184,0.906
batch_test_237,-0.01,-2.14,1.240,1.031,0.514,30.43,8.07,1.714,1.271,0.797,-0.01,-2.15,1.166,1.022,0.600,35.99,8.59,1.537,1.145,0.838
batch_test_238,0.04,-2.16,1.268,1.055,0.532,28.74,6.86,2.044,1.348,0.824,0.01,-2.12,1.184,1.040,0.624,29.91,7.57,1.747,1.146,0.842
batch_test_239,-0.01,-2.15,1.258,1.035,0.582,28.06,7.36,2.021,1.290,0.842,0.03,-2.11,1.188,1.030,0.674,32.27,7.69,1.700,1.137,0.881
batch_test_240,-0.01,-2.14,1.838,1.195,0.538,30.39,10.81,2.918,1.751,0.787,0.08,-2.06,1.695,1.152,0.530,38.63,10.97,2.692,1.525,0.694
batch_test_241,-0.01,-2.14,1.418,1.036,0.696,43.86,9.98,2.608,1.711,0.919,-0.00,-2.12,1.351,1.030,0.800,47.67,10.95,2.361,1.545,0.942
batch_test_242,0.01,-2.11,1.280,1.031,0.487,26.62,7.99,1.834,1.197,0.811,0.03,-2.08,1.202,1.025,0.634,28.48,8.17,1.544,1.088,0.854
batch_test_243,0.02,-2.13,1.185,1.061,0.534,24.33,6.97,2.068,1.190,0.852,-0.01,-2.13,1.275,1.082,0.671,27.06,7.19,1.730,1.106,0.881
batch_test_244,-0.01,-2.14,1.289,1.044,0.469,30.38,8.52,1.884,1.188,0.717,-0.01,-2.14,1.265,1.038,0.475,32.52,8.50,1.653,1.081,0.691
batch_test_245,-0.09,-2.18,1.532,1.048,0.558,19.39,8.79,2.653,1.698,0.876,-0.05,-2.16,1.395,1.041,0.706,23.88,9.28,2.195,1.338,0.902
batch_test_246,-0.04,-2.16,1.300,1.146,0.599,26.63,7.36,2.012,1.265,0.831,0.02,-2.13,1.360,1.044,0.684,33.07,7.69,1.649,1.098,0.857
batch_test_247,-0.01,-2.13,1.375,1.067,0.429,28.33,7.26,2.038,1.300,0.715,-0.03,-2.17,1.302,1.061,0.464,33.48,6.84,1.894,1.204,0.713
batch_test_248,0.03,-2.10,1.387,1.066,0.573,30.16,6.55,2.318,1.369,0.854,0.01,-2.12,1.345,1.040,0.647,32.04,6.53,1.972,1.183,0.878
batch_test_249,0.00,-2.14,1.442,1.077,0.648,28.70,9.66,2.336,1.566,0.883,0.00,-2.12,1.355,1.061,0.769,30.56,9.68,2.085,1.301,0.903
batch_test_250,0.02,-2.13,1.314,1.043,0.509,34.25,6.37,1.739,1.080,0.778,0.01,-2.12,1.310,1.043,0.582,41.23,7.02,1.606,1.049,0.811
batch_test_251,0.00,-2.13,1.287,1.054,0.627,30.95,8.03,1.899,1.236,0.862,0.02,-2.10,1.221,1.036,0.721,31.98,7.81,1.654,1.134,0.887
batch_test_252,0.00,-2.14,1.308,1.040,0.566,30.04,9.30,2.431,1.497,0.849,0.01,-2.12,1.241,1.040,0.623,32.09,9.74,2.093,1.364,0.827
batch_test_253,-0.02,-2.15,1.277,1.027,0.655,63.42,9.21,1.587,1.256,0.801,-0.00,-2.13,1.156,1.021,0.747,68.75,9.66,1.455,1.145,0.849
batch_test_254,0.01,-2.12,1.303,1.041,0.610,26.18,7.06,1.930,1.221,0.852,-0.00,-2.14,1.202,1.025,0.780,33.26,7.78,1.637,1.102,0.900
batch_test_255,-0.03,-2.16,1.402,1.063,0.471,23.46,7.03,2.056,1.271,0.791,-0.03,-2.13,1.360,1.051,0.544,25.58,7.05,1.809,1.167,0.791
batch_test_256,0.01,-2.12,1.253,1.040,0.522,28.40,10.75,2.361,1.603,0.847,0.02,-2.12,1.208,1.030,0.620,31.41,10.98,2.153,1.482,0.874
batch_test_257,-0.03,-2.14,1.509,1.069,0.611,30.23,9.06,2.047,1.406,0.852,0.01,-2.13,1.301,1.046,0.720,35.93,9.22,1.876,1.262,0.884
